"Grapheme","Frequency","Codepoint","UnicodeName"
"»",21206,"U+00BB","RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK"
"Ι",20694,"U+0399","GREEK CAPITAL LETTER IOTA"
"Ν",20147,"U+039D","GREEK CAPITAL LETTER NU"
")",20105,"U+0029","RIGHT PARENTHESIS"
"1",17807,"U+0031","DIGIT ONE"
"Γ",17666,"U+0393","GREEK CAPITAL LETTER GAMMA"
"Λ",17222,"U+039B","GREEK CAPITAL LETTER LAMDA"
"(",16539,"U+0028","LEFT PARENTHESIS"
"e",16468,"U+0065","LATIN SMALL LETTER E"
"Β",15713,"U+0392","GREEK CAPITAL LETTER BETA"
"«",15645,"U+00AB","LEFT-POINTING DOUBLE ANGLE QUOTATION MARK"
"Ρ",14914,"U+03A1","GREEK CAPITAL LETTER RHO"
"Θ",13692,"U+0398","GREEK CAPITAL LETTER THETA"
"Έ",12739,"U+0388","GREEK CAPITAL LETTER EPSILON WITH TONOS"
"0",11777,"U+0030","DIGIT ZERO"
"2",11553,"U+0032","DIGIT TWO"
"-",11216,"U+002D","HYPHEN-MINUS"
"Φ",10915,"U+03A6","GREEK CAPITAL LETTER PHI"
"i",10054,"U+0069","LATIN SMALL LETTER I"
"t",9970,"U+0074","LATIN SMALL LETTER T"
"Ό",9788,"U+038C","GREEK CAPITAL LETTER OMICRON WITH TONOS"
"Χ",9780,"U+03A7","GREEK CAPITAL LETTER CHI"
"o",9757,"U+006F","LATIN SMALL LETTER O"
"5",9609,"U+0035","DIGIT FIVE"
"a",9417,"U+0061","LATIN SMALL LETTER A"
"n",9349,"U+006E","LATIN SMALL LETTER N"
":",9169,"U+003A","COLON"
"3",8616,"U+0033","DIGIT THREE"
"…",8434,"U+2026","HORIZONTAL ELLIPSIS"
"r",8321,"U+0072","LATIN SMALL LETTER R"
"s",7751,"U+0073","LATIN SMALL LETTER S"
"Υ",7733,"U+03A5","GREEK CAPITAL LETTER UPSILON"
"8",7522,"U+0038","DIGIT EIGHT"
"Ά",7427,"U+0386","GREEK CAPITAL LETTER ALPHA WITH TONOS"
"4",7258,"U+0034","DIGIT FOUR"
"•",6721,"U+2022","BULLET"
"6",5979,"U+0036","DIGIT SIX"
"Ω",5621,"U+03A9","GREEK CAPITAL LETTER OMEGA"
"9",5574,"U+0039","DIGIT NINE"
"7",5446,"U+0037","DIGIT SEVEN"
"l",5217,"U+006C","LATIN SMALL LETTER L"
"}",4833,"U+007D","RIGHT CURLY BRACKET"
"h",4829,"U+0068","LATIN SMALL LETTER H"
"&",4825,"U+0026","AMPERSAND"
"u",4777,"U+0075","LATIN SMALL LETTER U"
"ϊ",4592,"U+03CA","GREEK SMALL LETTER IOTA WITH DIALYTIKA"
"d",4488,"U+0064","LATIN SMALL LETTER D"
"{",4391,"U+007B","LEFT CURLY BRACKET"
"’",4058,"U+2019","RIGHT SINGLE QUOTATION MARK"
"c",3903,"U+0063","LATIN SMALL LETTER C"
"Ή",3897,"U+0389","GREEK CAPITAL LETTER ETA WITH TONOS"
"m",3785,"U+006D","LATIN SMALL LETTER M"
"Ζ",3341,"U+0396","GREEK CAPITAL LETTER ZETA"
"Ξ",3157,"U+039E","GREEK CAPITAL LETTER XI"
"[",2920,"U+005B","LEFT SQUARE BRACKET"
"]",2790,"U+005D","RIGHT SQUARE BRACKET"
"ἐ",2653,"U+1F10","GREEK SMALL LETTER EPSILON WITH PSILI"
"g",2353,"U+0067","LATIN SMALL LETTER G"
"ὶ",2322,"U+1F76","GREEK SMALL LETTER IOTA WITH VARIA"
"*",2196,"U+002A","ASTERISK"
"b",2169,"U+0062","LATIN SMALL LETTER B"
"p",2079,"U+0070","LATIN SMALL LETTER P"
"ὸ",1916,"U+1F78","GREEK SMALL LETTER OMICRON WITH VARIA"
"ἀ",1885,"U+1F00","GREEK SMALL LETTER ALPHA WITH PSILI"
"f",1828,"U+0066","LATIN SMALL LETTER F"
"ῦ",1654,"U+1FE6","GREEK SMALL LETTER UPSILON WITH PERISPOMENI"
"↩",1529,"U+21A9","LEFTWARDS ARROW WITH HOOK"
"Ί",1472,"U+038A","GREEK CAPITAL LETTER IOTA WITH TONOS"
"ΐ",1437,"U+0390","GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS"
"y",1342,"U+0079","LATIN SMALL LETTER Y"
"ὐ",1337,"U+1F50","GREEK SMALL LETTER UPSILON WITH PSILI"
"ὰ",1335,"U+1F70","GREEK SMALL LETTER ALPHA WITH VARIA"
"―",1332,"U+2015","HORIZONTAL BAR"
"ῶ",1280,"U+1FF6","GREEK SMALL LETTER OMEGA WITH PERISPOMENI"
"ῖ",1221,"U+1FD6","GREEK SMALL LETTER IOTA WITH PERISPOMENI"
"v",1206,"U+0076","LATIN SMALL LETTER V"
"ὲ",1177,"U+1F72","GREEK SMALL LETTER EPSILON WITH VARIA"
"w",1129,"U+0077","LATIN SMALL LETTER W"
"Ψ",1110,"U+03A8","GREEK CAPITAL LETTER PSI"
"ϋ",1024,"U+03CB","GREEK SMALL LETTER UPSILON WITH DIALYTIKA"
"ὴ",1005,"U+1F74","GREEK SMALL LETTER ETA WITH VARIA"
"I",991,"U+0049","LATIN CAPITAL LETTER I"
"k",903,"U+006B","LATIN SMALL LETTER K"
"_",863,"U+005F","LOW LINE"
"Ώ",795,"U+038F","GREEK CAPITAL LETTER OMEGA WITH TONOS"
"ῆ",785,"U+1FC6","GREEK SMALL LETTER ETA WITH PERISPOMENI"
"P",767,"U+0050","LATIN CAPITAL LETTER P"
"Ύ",753,"U+038E","GREEK CAPITAL LETTER UPSILON WITH TONOS"
"ὁ",746,"U+1F41","GREEK SMALL LETTER OMICRON WITH DASIA"
"ἔ",719,"U+1F14","GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA"
"T",708,"U+0054","LATIN CAPITAL LETTER T"
"ἰ",686,"U+1F30","GREEK SMALL LETTER IOTA WITH PSILI"
"""",668,"U+0022","QUOTATION MARK"
"᾽",656,"U+1FBD","GREEK KORONIS"
"B",642,"U+0042","LATIN CAPITAL LETTER B"
"S",625,"U+0053","LATIN CAPITAL LETTER S"
"ἄ",615,"U+1F04","GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA"
"C",587,"U+0043","LATIN CAPITAL LETTER C"
"q",568,"U+0071","LATIN SMALL LETTER Q"
"A",563,"U+0041","LATIN CAPITAL LETTER A"
"G",554,"U+0047","LATIN CAPITAL LETTER G"
"H",505,"U+0048","LATIN CAPITAL LETTER H"
"ὺ",503,"U+1F7A","GREEK SMALL LETTER UPSILON WITH VARIA"
"M",481,"U+004D","LATIN CAPITAL LETTER M"
"L",480,"U+004C","LATIN CAPITAL LETTER L"
"ἡ",479,"U+1F21","GREEK SMALL LETTER ETA WITH DASIA"
"=",455,"U+003D","EQUALS SIGN"
"ὑ",442,"U+1F51","GREEK SMALL LETTER UPSILON WITH DASIA"
"ῷ",429,"U+1FF7","GREEK SMALL LETTER OMEGA WITH PERISPOMENI AND YPOGEGRAMMENI"
"F",427,"U+0046","LATIN CAPITAL LETTER F"
"R",415,"U+0052","LATIN CAPITAL LETTER R"
"·",404,"U+0387","GREEK ANO TELEIA"
"/",404,"U+002F","SOLIDUS"
"W",400,"U+0057","LATIN CAPITAL LETTER W"
"x",391,"U+0078","LATIN SMALL LETTER X"
"O",381,"U+004F","LATIN CAPITAL LETTER O"
"D",379,"U+0044","LATIN CAPITAL LETTER D"
"ἱ",375,"U+1F31","GREEK SMALL LETTER IOTA WITH DASIA"
"ὅ",370,"U+1F45","GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA"
"E",340,"U+0045","LATIN CAPITAL LETTER E"
"ὦ",338,"U+1F66","GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI"
"N",325,"U+004E","LATIN CAPITAL LETTER N"
"ἶ",320,"U+1F36","GREEK SMALL LETTER IOTA WITH PSILI AND PERISPOMENI"
"Ἀ",315,"U+1F08","GREEK CAPITAL LETTER ALPHA WITH PSILI"
"~",290,"U+007E","TILDE"
"V",286,"U+0056","LATIN CAPITAL LETTER V"
"é",281,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"ῃ",265,"U+1FC3","GREEK SMALL LETTER ETA WITH YPOGEGRAMMENI"
"J",256,"U+004A","LATIN CAPITAL LETTER J"
"ὀ",251,"U+1F40","GREEK SMALL LETTER OMICRON WITH PSILI"
"ῇ",249,"U+1FC7","GREEK SMALL LETTER ETA WITH PERISPOMENI AND YPOGEGRAMMENI"
"ἴ",247,"U+1F34","GREEK SMALL LETTER IOTA WITH PSILI AND OXIA"
"ῳ",242,"U+1FF3","GREEK SMALL LETTER OMEGA WITH YPOGEGRAMMENI"
"ὼ",229,"U+1F7C","GREEK SMALL LETTER OMEGA WITH VARIA"
"ᾶ",228,"U+1FB6","GREEK SMALL LETTER ALPHA WITH PERISPOMENI"
"ὥ",226,"U+1F65","GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA"
"ΰ",221,"U+03B0","GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND TONOS"
"ί",211,"U+1F77","GREEK SMALL LETTER IOTA WITH OXIA"
"æ",210,"U+00E6","LATIN SMALL LETTER AE"
"ἂ",210,"U+1F02","GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA"
"ὡ",210,"U+1F61","GREEK SMALL LETTER OMEGA WITH DASIA"
"z",209,"U+007A","LATIN SMALL LETTER Z"
"ὕ",209,"U+1F55","GREEK SMALL LETTER UPSILON WITH DASIA AND OXIA"
"ὖ",201,"U+1F56","GREEK SMALL LETTER UPSILON WITH PSILI AND PERISPOMENI"
"ἑ",195,"U+1F11","GREEK SMALL LETTER EPSILON WITH DASIA"
"ὄ",195,"U+1F44","GREEK SMALL LETTER OMICRON WITH PSILI AND OXIA"
"ἢ",182,"U+1F22","GREEK SMALL LETTER ETA WITH PSILI AND VARIA"
"ἦ",180,"U+1F26","GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI"
"‘",172,"U+2018","LEFT SINGLE QUOTATION MARK"
"έ",167,"U+1F73","GREEK SMALL LETTER EPSILON WITH OXIA"
"X",158,"U+0058","LATIN CAPITAL LETTER X"
"ό",156,"U+1F79","GREEK SMALL LETTER OMICRON WITH OXIA"
"ά",147,"U+1F71","GREEK SMALL LETTER ALPHA WITH OXIA"
" ",145,"U+00A0","NO-BREAK SPACE"
"?",142,"U+003F","QUESTION MARK"
"K",129,"U+004B","LATIN CAPITAL LETTER K"
"%",126,"U+0025","PERCENT SIGN"
"ῥ",123,"U+1FE5","GREEK SMALL LETTER RHO WITH DASIA"
"j",122,"U+006A","LATIN SMALL LETTER J"
"ἤ",116,"U+1F24","GREEK SMALL LETTER ETA WITH PSILI AND OXIA"
"ὔ",113,"U+1F54","GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA"
"ὗ",106,"U+1F57","GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI"
"ἅ",105,"U+1F05","GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA"
"ᾳ",103,"U+1FB3","GREEK SMALL LETTER ALPHA WITH YPOGEGRAMMENI"
"ὃ",98,"U+1F43","GREEK SMALL LETTER OMICRON WITH DASIA AND VARIA"
"è",96,"U+00E8","LATIN SMALL LETTER E WITH GRAVE"
"ᾷ",96,"U+1FB7","GREEK SMALL LETTER ALPHA WITH PERISPOMENI AND YPOGEGRAMMENI"
"ύ",88,"U+1F7B","GREEK SMALL LETTER UPSILON WITH OXIA"
"ἁ",87,"U+1F01","GREEK SMALL LETTER ALPHA WITH DASIA"
"ἵ",86,"U+1F35","GREEK SMALL LETTER IOTA WITH DASIA AND OXIA"
"^",83,"U+005E","CIRCUMFLEX ACCENT"
"ἕ",83,"U+1F15","GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA"
"Ἑ",81,"U+1F19","GREEK CAPITAL LETTER EPSILON WITH DASIA"
"Ἰ",78,"U+1F38","GREEK CAPITAL LETTER IOTA WITH PSILI"
"ἥ",73,"U+1F25","GREEK SMALL LETTER ETA WITH DASIA AND OXIA"
"ἷ",73,"U+1F37","GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI"
"ᾱ",72,"U+1FB1","GREEK SMALL LETTER ALPHA WITH MACRON"
"|",70,"U+007C","VERTICAL LINE"
"ü",65,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
"Ἄ",64,"U+1F0C","GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA"
"Ἐ",64,"U+1F18","GREEK CAPITAL LETTER EPSILON WITH PSILI"
"ἠ",64,"U+1F20","GREEK SMALL LETTER ETA WITH PSILI"
"ὤ",57,"U+1F64","GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA"
"ὢ",56,"U+1F62","GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA"
"–",54,"U+2013","EN DASH"
"ὠ",50,"U+1F60","GREEK SMALL LETTER OMEGA WITH PSILI"
"‒",49,"U+2012","FIGURE DASH"
"Q",48,"U+0051","LATIN CAPITAL LETTER Q"
"Ἡ",46,"U+1F29","GREEK CAPITAL LETTER ETA WITH DASIA"
"ή",46,"U+1F75","GREEK SMALL LETTER ETA WITH OXIA"
"×",45,"U+00D7","MULTIPLICATION SIGN"
"ῴ",45,"U+1FF4","GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI"
"à",44,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"§",42,"U+00A7","SECTION SIGN"
"ῑ",42,"U+1FD1","GREEK SMALL LETTER IOTA WITH MACRON"
"᾿",40,"U+1FBF","GREEK PSILI"
"„",38,"U+201E","DOUBLE LOW-9 QUOTATION MARK"
"Ἥ",38,"U+1F2D","GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA"
"Z",37,"U+005A","LATIN CAPITAL LETTER Z"
"Ὅ",36,"U+1F4D","GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA"
"ώ",36,"U+1F7D","GREEK SMALL LETTER OMEGA WITH OXIA"
"Ϊ",35,"U+03AA","GREEK CAPITAL LETTER IOTA WITH DIALYTIKA"
"Ὀ",35,"U+1F48","GREEK CAPITAL LETTER OMICRON WITH PSILI"
"Ὁ",35,"U+1F49","GREEK CAPITAL LETTER OMICRON WITH DASIA"
"U",33,"U+0055","LATIN CAPITAL LETTER U"
"ö",31,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"΄",30,"U+0384","GREEK TONOS"
"+",30,"U+002B","PLUS SIGN"
"$",30,"U+0024","DOLLAR SIGN"
"ἃ",30,"U+1F03","GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA"
"ᾧ",29,"U+1FA7","GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI"
"œ",26,"U+0153","LATIN SMALL LIGATURE OE"
"ῄ",26,"U+1FC4","GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI"
"ὧ",26,"U+1F67","GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI"
"Y",25,"U+0059","LATIN CAPITAL LETTER Y"
"Ἔ",25,"U+1F1C","GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA"
"ῡ",22,"U+1FE1","GREEK SMALL LETTER UPSILON WITH MACRON"
">",21,"U+003E","GREATER-THAN SIGN"
"É",21,"U+00C9","LATIN CAPITAL LETTER E WITH ACUTE"
"ê",21,"U+00EA","LATIN SMALL LETTER E WITH CIRCUMFLEX"
"ἆ",20,"U+1F06","GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI"
"Ἅ",20,"U+1F0D","GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA"
"ᾴ",17,"U+1FB4","GREEK SMALL LETTER ALPHA WITH OXIA AND YPOGEGRAMMENI"
"ᾠ",16,"U+1FA0","GREEK SMALL LETTER OMEGA WITH PSILI AND YPOGEGRAMMENI"
"ᾖ",15,"U+1F96","GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI"
"ἧ",15,"U+1F27","GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI"
"Ἴ",15,"U+1F3C","GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA"
"ὂ",15,"U+1F42","GREEK SMALL LETTER OMICRON WITH PSILI AND VARIA"
"“",14,"U+201C","LEFT DOUBLE QUOTATION MARK"
"ï",12,"U+00EF","LATIN SMALL LETTER I WITH DIAERESIS"
"Ἠ",12,"U+1F28","GREEK CAPITAL LETTER ETA WITH PSILI"
"Ὑ",12,"U+1F59","GREEK CAPITAL LETTER UPSILON WITH DASIA"
"”",11,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"@",11,"U+0040","COMMERCIAL AT"
"ä",11,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
"ᾅ",11,"U+1F85","GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA AND YPOGEGRAMMENI"
"ᾗ",11,"U+1F97","GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI"
"Ὦ",11,"U+1F6E","GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI"
"Ἕ",10,"U+1F1D","GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA"
"ᾤ",10,"U+1FA4","GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA AND YPOGEGRAMMENI"
"Ὡ",10,"U+1F69","GREEK CAPITAL LETTER OMEGA WITH DASIA"
"#",9,"U+0023","NUMBER SIGN"
"°",9,"U+00B0","DEGREE SIGN"
"ᾄ",9,"U+1F84","GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA AND YPOGEGRAMMENI"
"ᾔ",9,"U+1F94","GREEK SMALL LETTER ETA WITH PSILI AND OXIA AND YPOGEGRAMMENI"
"<",7,"U+003C","LESS-THAN SIGN"
"î",7,"U+00EE","LATIN SMALL LETTER I WITH CIRCUMFLEX"
"ἣ",7,"U+1F23","GREEK SMALL LETTER ETA WITH DASIA AND VARIA"
"ב",7,"U+05D1","HEBREW LETTER BET"
"â",6,"U+00E2","LATIN SMALL LETTER A WITH CIRCUMFLEX"
"ç",6,"U+00E7","LATIN SMALL LETTER C WITH CEDILLA"
"ἓ",6,"U+1F13","GREEK SMALL LETTER EPSILON WITH DASIA AND VARIA"
"Ῥ",6,"U+1FEC","GREEK CAPITAL LETTER RHO WITH DASIA"
"£",5,"U+00A3","POUND SIGN"
"Ἁ",5,"U+1F09","GREEK CAPITAL LETTER ALPHA WITH DASIA"
"ה",5,"U+05D4","HEBREW LETTER HE"
";",4,"U+037E","GREEK QUESTION MARK"
"ù",4,"U+00F9","LATIN SMALL LETTER U WITH GRAVE"
"Ἓ",4,"U+1F1B","GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA"
"Ἤ",4,"U+1F2C","GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA"
"Ἢ",4,"U+1F2A","GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA"
"ᾐ",4,"U+1F90","GREEK SMALL LETTER ETA WITH PSILI AND YPOGEGRAMMENI"
"ἳ",4,"U+1F33","GREEK SMALL LETTER IOTA WITH DASIA AND VARIA"
"ὓ",4,"U+1F53","GREEK SMALL LETTER UPSILON WITH DASIA AND VARIA"
"ד",4,"U+05D3","HEBREW LETTER DALET"
"`",3,"U+0060","GRAVE ACCENT"
"ﬁ",3,"U+FB01","LATIN SMALL LIGATURE FI"
"ì",3,"U+00EC","LATIN SMALL LETTER I WITH GRAVE"
"ó",3,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"û",3,"U+00FB","LATIN SMALL LETTER U WITH CIRCUMFLEX"
"ᾆ",3,"U+1F86","GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI"
"ΐ",3,"U+1FD3","GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA"
"Ὄ",3,"U+1F4C","GREEK CAPITAL LETTER OMICRON WITH PSILI AND OXIA"
"י",3,"U+05D9","HEBREW LETTER YOD"
"ש",3,"U+05E9","HEBREW LETTER SHIN"
"\",2,"U+005C","REVERSE SOLIDUS"
"¬",2,"U+00AC","NOT SIGN"
"Æ",2,"U+00C6","LATIN CAPITAL LETTER AE"
"Ê",2,"U+00CA","LATIN CAPITAL LETTER E WITH CIRCUMFLEX"
"ò",2,"U+00F2","LATIN SMALL LETTER O WITH GRAVE"
"ô",2,"U+00F4","LATIN SMALL LETTER O WITH CIRCUMFLEX"
"Ἆ",2,"U+1F0E","GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI"
"Ἶ",2,"U+1F3E","GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI"
"Ὃ",2,"U+1F4B","GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA"
"ῤ",2,"U+1FE4","GREEK SMALL LETTER RHO WITH PSILI"
"Ϋ",2,"U+03AB","GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA"
"א",2,"U+05D0","HEBREW LETTER ALEF"
"ו",2,"U+05D5","HEBREW LETTER VAV"
"ח",2,"U+05D7","HEBREW LETTER HET"
"צ",2,"U+05E6","HEBREW LETTER TSADI"
"´",1,"U+00B4","ACUTE ACCENT"
"¦",1,"U+00A6","BROKEN BAR"
"È",1,"U+00C8","LATIN CAPITAL LETTER E WITH GRAVE"
"ë",1,"U+00EB","LATIN SMALL LETTER E WITH DIAERESIS"
"Ἂ",1,"U+1F0A","GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA"
"ᾀ",1,"U+1F80","GREEK SMALL LETTER ALPHA WITH PSILI AND YPOGEGRAMMENI"
"Ἃ",1,"U+1F0B","GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA"
"Ὲ",1,"U+1FC8","GREEK CAPITAL LETTER EPSILON WITH VARIA"
"Ἦ",1,"U+1F2E","GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI"
"ᾑ",1,"U+1F91","GREEK SMALL LETTER ETA WITH DASIA AND YPOGEGRAMMENI"
"Ἱ",1,"U+1F39","GREEK CAPITAL LETTER IOTA WITH DASIA"
"Ὠ",1,"U+1F68","GREEK CAPITAL LETTER OMEGA WITH PSILI"
"Ὤ",1,"U+1F6C","GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA"
"Ὧ",1,"U+1F6F","GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI"
"ג",1,"U+05D2","HEBREW LETTER GIMEL"
"ם",1,"U+05DD","HEBREW LETTER FINAL MEM"
"ן",1,"U+05DF","HEBREW LETTER FINAL NUN"
"ץ",1,"U+05E5","HEBREW LETTER FINAL TSADI"
"ק",1,"U+05E7","HEBREW LETTER QOF"
